product_name,quantity_sold,sale_price,sale_date
Vape Juice 60ml,11,43.64,2023-03-14
Replacement Coils,11,12.92,2023-03-14
Vape Juice 30ml,8,42.44,2023-03-14
Vape Juice 60ml,11,33.01,2023-03-14
Pod Kit,17,59.4,2023-03-14
Vape Mod XL,4,60.35,2023-03-14
Vape Mod XL,3,64.42,2023-03-14
Starter Kit,4,19.82,2023-03-14
Zero Nicotine 30ml,9,29.06,2023-03-14
Tanks,14,72.27,2023-03-14
Atomizers,7,62.81,2023-03-14
Atomizers,6,67.67,2023-03-14
Starter Kit,3,35.03,2023-03-14
Vape Juice 30ml,8,54.56,2023-03-14
Drip Tips,8,19.54,2023-03-15
Tank Glass,5,23.72,2023-03-15
Tank Glass,2,19.89,2023-03-15
Charger,8,20.86,2023-03-15
Chargers,8,48.76,2023-03-15
Battery 18650,4,27.36,2023-03-15
Battery 18650,3,13.54,2023-03-15
Batteries,2,41.82,2023-03-15
Cotton Wicking,18,45.47,2023-03-15
Replacement Coils,2,33.97,2023-03-15
Nicotine Pods,6,37.86,2023-03-15
Batteries,2,24.88,2023-03-15
Zero Nicotine 30ml,15,26.19,2023-03-15
Nicotine Pods,8,66.57,2023-03-15
Vape Mod XL,9,32.43,2023-03-15
Starter Kit,5,14.75,2023-03-15
Tanks,5,62.29,2023-03-15
Tanks,4,39.07,2023-03-15
Replacement Coils,5,25.07,2023-03-15
Atomizers,10,35.97,2023-03-15
Vape Juice 30ml,17,62.12,2023-03-15
Vape Juice 60ml,16,25.46,2023-03-15
E-Liquid Premium,24,52.13,2023-03-15
Tanks,2,73.94,2023-03-15
Cotton Wicking,13,49.89,2023-03-16
Batteries,3,12.79,2023-03-16
Batteries,3,40.46,2023-03-16
Battery 18650,4,13.38,2023-03-16
Battery 18650,4,15.04,2023-03-16
Battery 18650,2,19.16,2023-03-16
Charger,9,15.73,2023-03-16
Chargers,4,61.94,2023-03-16
Tank Glass,2,15.51,2023-03-16
Tank Glass,1,22.51,2023-03-16
Drip Tips,3,34.13,2023-03-16
Replacement Coils,5,21.02,2023-03-16
Drip Tips,4,44.35,2023-03-16
Chargers,6,47.39,2023-03-16
Drip Tips,3,26.03,2023-03-16
Nicotine Pods,15,23.64,2023-03-16
Zero Nicotine 30ml,9,28.55,2023-03-16
Replacement Coils,3,30.95,2023-03-16
Vape Mod XL,11,22.74,2023-03-16
Starter Kit,8,39.67,2023-03-16
Tanks,16,45.21,2023-03-16
Atomizers,11,65.09,2023-03-16
Vape Juice 30ml,10,55.43,2023-03-16
Pod Kit,21,52.42,2023-03-16
Vape Juice 30ml,11,48.85,2023-03-16
Vape Juice 60ml,25,43.45,2023-03-16
E-Liquid Premium,10,73.55,2023-03-16
E-Liquid Premium,10,51.79,2023-03-16
E-Liquid Premium,10,41.96,2023-03-16
Zero Nicotine 30ml,9,28.0,2023-03-16
Vape Juice 30ml,9,55.02,2023-03-16
Batteries,14,5.0,2023-03-17
Battery 18650,4,24.81,2023-03-17
Battery 18650,3,21.83,2023-03-17
Battery 18650,4,18.18,2023-03-17
Chargers,10,31.78,2023-03-17
Tank Glass,11,6.43,2023-03-17
Charger,7,24.29,2023-03-17
Drip Tips,3,15.86,2023-03-17
Drip Tips,4,28.97,2023-03-17
Replacement Coils,12,16.24,2023-03-17
Chargers,7,35.3,2023-03-17
Nicotine Pods,7,45.4,2023-03-17
Nicotine Pods,8,10.3,2023-03-17
Starter Kit,8,37.46,2023-03-17
Zero Nicotine 30ml,17,5.0,2023-03-17
E-Liquid Premium,30,48.13,2023-03-17
Vape Juice 60ml,13,48.38,2023-03-17
Vape Juice 60ml,12,28.94,2023-03-17
Vape Juice 30ml,22,33.83,2023-03-17
Atomizers,17,54.79,2023-03-17
Tanks,14,56.35,2023-03-17
Vape Mod XL,3,28.66,2023-03-17
Vape Mod XL,4,51.69,2023-03-17
Pod Kit,23,57.17,2023-03-17
Nicotine Pods,5,48.88,2023-03-17
Cotton Wicking,12,12.74,2023-03-18
Cotton Wicking,12,5.0,2023-03-18
Nicotine Pods,12,64.64,2023-03-18
Batteries,20,77.07,2023-03-18
Replacement Coils,19,16.54,2023-03-18
Drip Tips,10,35.11,2023-03-18
Tank Glass,12,13.86,2023-03-18
Battery 18650,7,17.04,2023-03-18
Chargers,5,49.28,2023-03-18
Chargers,3,37.28,2023-03-18
Chargers,2,36.14,2023-03-18
Charger,8,22.22,2023-03-18
Battery 18650,5,20.66,2023-03-18
Nicotine Pods,10,44.11,2023-03-18
Vape Juice 60ml,8,46.11,2023-03-18
Zero Nicotine 30ml,11,26.32,2023-03-18
Zero Nicotine 30ml,10,30.15,2023-03-18
Pod Kit,7,50.58,2023-03-18
Vape Mod XL,14,48.45,2023-03-18
Starter Kit,9,27.03,2023-03-18
Tanks,16,73.54,2023-03-18
Atomizers,17,70.65,2023-03-18
Pod Kit,11,59.23,2023-03-18
Vape Juice 60ml,9,34.4,2023-03-18
Vape Juice 60ml,11,26.66,2023-03-18
E-Liquid Premium,7,56.39,2023-03-18
E-Liquid Premium,8,34.64,2023-03-18
E-Liquid Premium,8,46.83,2023-03-18
Vape Juice 30ml,36,37.98,2023-03-18
Nicotine Pods,14,51.83,2023-03-19
Replacement Coils,11,29.66,2023-03-19
Cotton Wicking,20,5.0,2023-03-19
Batteries,18,44.58,2023-03-19
Battery 18650,6,10.28,2023-03-19
Chargers,16,63.66,2023-03-19
Charger,10,24.11,2023-03-19
Tank Glass,9,14.23,2023-03-19
Nicotine Pods,12,55.64,2023-03-19
Battery 18650,3,22.11,2023-03-19
Zero Nicotine 30ml,18,47.51,2023-03-19
Vape Juice 30ml,35,40.57,2023-03-19
E-Liquid Premium,15,47.03,2023-03-19
Vape Juice 60ml,9,39.58,2023-03-19
Vape Juice 60ml,6,22.59,2023-03-19
Vape Juice 60ml,6,38.47,2023-03-19
Tanks,8,62.58,2023-03-19
Tanks,8,45.74,2023-03-19
Vape Mod XL,8,37.68,2023-03-19
Pod Kit,6,50.9,2023-03-19
Pod Kit,6,49.17,2023-03-19
E-Liquid Premium,17,72.32,2023-03-19
Batteries,4,34.36,2023-03-20
Batteries,2,36.85,2023-03-20
Batteries,6,31.67,2023-03-20
Battery 18650,2,22.64,2023-03-20
Cotton Wicking,18,13.98,2023-03-20
Battery 18650,1,19.21,2023-03-20
Chargers,10,39.98,2023-03-20
Tank Glass,10,15.27,2023-03-20
Drip Tips,6,29.13,2023-03-20
Battery 18650,1,19.11,2023-03-20
Replacement Coils,10,18.93,2023-03-20
Charger,7,15.51,2023-03-20
Nicotine Pods,6,47.8,2023-03-20
Pod Kit,14,66.12,2023-03-20
Nicotine Pods,7,47.34,2023-03-20
Vape Mod XL,1,32.5,2023-03-20
Vape Mod XL,4,66.86,2023-03-20
Tanks,13,51.75,2023-03-20
Vape Mod XL,4,69.33,2023-03-20
Vape Juice 30ml,15,47.5,2023-03-20
Vape Juice 30ml,15,37.17,2023-03-20
Vape Juice 60ml,16,33.48,2023-03-20
E-Liquid Premium,17,53.47,2023-03-20
Atomizers,8,58.75,2023-03-20
E-Liquid Premium,5,38.74,2023-03-21
Charger,5,16.98,2023-03-21
Chargers,13,9.76,2023-03-21
Batteries,13,50.65,2023-03-21
Cotton Wicking,9,17.65,2023-03-21
Cotton Wicking,9,37.93,2023-03-21
Nicotine Pods,17,60.73,2023-03-21
E-Liquid Premium,8,37.75,2023-03-21
E-Liquid Premium,6,68.58,2023-03-21
Tank Glass,11,11.76,2023-03-21
Vape Juice 60ml,9,42.18,2023-03-21
Pod Kit,13,76.87,2023-03-21
Vape Mod XL,4,54.03,2023-03-21
Vape Mod XL,6,44.12,2023-03-21
Starter Kit,5,35.95,2023-03-21
Vape Juice 60ml,9,48.54,2023-03-21
Tanks,9,66.57,2023-03-21
Atomizers,9,48.8,2023-03-21
Vape Juice 30ml,21,57.97,2023-03-21
Tanks,9,60.74,2023-03-21
Cotton Wicking,13,39.94,2023-03-22
Drip Tips,4,39.25,2023-03-22
Tank Glass,7,10.72,2023-03-22
Charger,3,12.67,2023-03-22
Charger,3,22.75,2023-03-22
Chargers,7,46.89,2023-03-22
Chargers,8,29.94,2023-03-22
Batteries,13,32.81,2023-03-22
Drip Tips,5,29.06,2023-03-22
Replacement Coils,14,23.92,2023-03-22
E-Liquid Premium,11,20.61,2023-03-22
E-Liquid Premium,11,49.29,2023-03-22
Vape Juice 60ml,24,41.6,2023-03-22
Atomizers,14,81.66,2023-03-22
Tanks,12,72.13,2023-03-22
Starter Kit,6,36.69,2023-03-22
Vape Mod XL,2,34.49,2023-03-22
Vape Mod XL,2,54.87,2023-03-22
Pod Kit,17,67.62,2023-03-22
Nicotine Pods,13,73.07,2023-03-22
Replacement Coils,10,25.37,2023-03-23
Batteries,7,62.82,2023-03-23
Batteries,4,21.87,2023-03-23
Battery 18650,10,20.84,2023-03-23
Charger,3,22.84,2023-03-23
Drip Tips,5,16.76,2023-03-23
Tank Glass,3,28.8,2023-03-23
Tank Glass,5,15.41,2023-03-23
Drip Tips,5,27.35,2023-03-23
Nicotine Pods,15,108.9,2023-03-23
Charger,4,14.05,2023-03-23
E-Liquid Premium,14,50.56,2023-03-23
Starter Kit,10,19.37,2023-03-23
Vape Juice 60ml,24,40.12,2023-03-23
Pod Kit,11,47.91,2023-03-23
Pod Kit,7,45.93,2023-03-23
Vape Mod XL,6,76.54,2023-03-23
Vape Mod XL,3,58.89,2023-03-23
E-Liquid Premium,13,54.41,2023-03-23
Tanks,6,57.3,2023-03-23
Tanks,3,59.84,2023-03-23
Atomizers,13,54.22,2023-03-23
Vape Juice 30ml,32,41.47,2023-03-23
Tanks,5,57.36,2023-03-23
Drip Tips,12,20.25,2023-03-24
Zero Nicotine 30ml,6,7.65,2023-03-24
Zero Nicotine 30ml,8,30.02,2023-03-24
Replacement Coils,19,10.0,2023-03-24
Cotton Wicking,14,22.88,2023-03-24
Cotton Wicking,12,8.7,2023-03-24
Chargers,12,50.19,2023-03-24
Chargers,12,31.06,2023-03-24
Charger,12,21.21,2023-03-24
Tank Glass,9,16.9,2023-03-24
Zero Nicotine 30ml,5,44.31,2023-03-24
Batteries,18,39.85,2023-03-24
Tank Glass,7,19.68,2023-03-24
E-Liquid Premium,15,69.57,2023-03-24
Vape Juice 60ml,10,40.49,2023-03-24
E-Liquid Premium,12,30.75,2023-03-24
Vape Mod XL,12,50.43,2023-03-24
Starter Kit,8,33.92,2023-03-24
Tanks,10,60.42,2023-03-24
Tanks,11,41.78,2023-03-24
Pod Kit,31,42.7,2023-03-24
Vape Juice 30ml,10,27.43,2023-03-24
Vape Juice 30ml,10,54.11,2023-03-24
Vape Juice 30ml,9,68.65,2023-03-24
Vape Juice 60ml,11,52.28,2023-03-24
Vape Juice 60ml,11,42.38,2023-03-24
Atomizers,12,43.98,2023-03-24
Batteries,29,15.57,2023-03-25
Battery 18650,12,22.25,2023-03-25
Chargers,6,35.75,2023-03-25
Chargers,6,17.8,2023-03-25
Tank Glass,8,26.18,2023-03-25
Charger,14,13.88,2023-03-25
Tank Glass,5,19.33,2023-03-25
Drip Tips,14,26.21,2023-03-25
Replacement Coils,7,24.51,2023-03-25
Chargers,6,36.93,2023-03-25
Replacement Coils,7,28.51,2023-03-25
Vape Mod XL,10,71.11,2023-03-25
Nicotine Pods,14,42.71,2023-03-25
Zero Nicotine 30ml,17,21.74,2023-03-25
E-Liquid Premium,34,62.37,2023-03-25
Vape Juice 60ml,27,37.9,2023-03-25
Vape Juice 30ml,44,53.55,2023-03-25
Atomizers,18,45.51,2023-03-25
Starter Kit,15,30.1,2023-03-25
Nicotine Pods,14,71.2,2023-03-25
Vape Mod XL,9,46.04,2023-03-25
Pod Kit,38,51.46,2023-03-25
Replacement Coils,11,26.81,2023-03-26
Cotton Wicking,35,5.0,2023-03-26
Batteries,19,29.99,2023-03-26
Battery 18650,14,21.13,2023-03-26
Chargers,15,27.33,2023-03-26
Drip Tips,4,21.89,2023-03-26
Charger,5,19.52,2023-03-26
Tank Glass,20,5.31,2023-03-26
Drip Tips,5,49.14,2023-03-26
Replacement Coils,12,29.13,2023-03-26
Charger,5,19.65,2023-03-26
Nicotine Pods,21,73.46,2023-03-26
Zero Nicotine 30ml,19,8.96,2023-03-26
E-Liquid Premium,44,62.24,2023-03-26
Vape Mod XL,8,74.25,2023-03-26
Vape Mod XL,9,31.59,2023-03-26
Starter Kit,5,45.87,2023-03-26
Starter Kit,7,51.62,2023-03-26
Tanks,28,62.45,2023-03-26
Pod Kit,35,55.38,2023-03-26
Vape Juice 30ml,23,26.0,2023-03-26
Vape Juice 30ml,20,36.3,2023-03-26
Vape Juice 60ml,14,20.44,2023-03-26
Vape Juice 60ml,13,20.66,2023-03-26
Atomizers,14,55.37,2023-03-26
Nicotine Pods,16,31.22,2023-03-27
Tank Glass,6,5.0,2023-03-27
Tank Glass,5,9.12,2023-03-27
Charger,3,23.4,2023-03-27
Charger,6,22.54,2023-03-27
Chargers,7,38.04,2023-03-27
Chargers,8,44.66,2023-03-27
Battery 18650,13,19.15,2023-03-27
Cotton Wicking,23,46.89,2023-03-27
Drip Tips,7,26.55,2023-03-27
Zero Nicotine 30ml,10,34.45,2023-03-27
Replacement Coils,16,22.0,2023-03-27
E-Liquid Premium,24,50.46,2023-03-27
Pod Kit,19,63.14,2023-03-27
Starter Kit,1,24.92,2023-03-27
Starter Kit,3,37.84,2023-03-27
Starter Kit,1,37.6,2023-03-27
Zero Nicotine 30ml,10,30.19,2023-03-27
Tanks,3,69.68,2023-03-27
Tanks,3,74.82,2023-03-27
Atomizers,13,23.59,2023-03-27
Vape Juice 30ml,37,53.61,2023-03-27
Tanks,2,68.53,2023-03-27
Replacement Coils,16,20.23,2023-03-28
Cotton Wicking,21,55.29,2023-03-28
Batteries,12,40.39,2023-03-28
Battery 18650,6,20.0,2023-03-28
Battery 18650,4,14.46,2023-03-28
Chargers,2,32.71,2023-03-28
Chargers,4,40.08,2023-03-28
Chargers,5,43.57,2023-03-28
Nicotine Pods,14,44.88,2023-03-28
Drip Tips,10,30.59,2023-03-28
Battery 18650,2,25.27,2023-03-28
Tank Glass,9,18.93,2023-03-28
Zero Nicotine 30ml,6,44.19,2023-03-28
E-Liquid Premium,24,65.61,2023-03-28
Zero Nicotine 30ml,7,35.45,2023-03-28
Pod Kit,12,57.47,2023-03-28
Pod Kit,12,76.86,2023-03-28
Vape Mod XL,7,56.31,2023-03-28
Starter Kit,7,20.95,2023-03-28
Vape Mod XL,9,63.0,2023-03-28
Tanks,15,62.43,2023-03-28
Atomizers,12,87.87,2023-03-28
Vape Juice 30ml,26,31.84,2023-03-28
Vape Juice 60ml,13,33.37,2023-03-28
Vape Juice 60ml,12,35.75,2023-03-28
Starter Kit,5,28.69,2023-03-28
Batteries,16,31.87,2023-03-29
Nicotine Pods,14,24.54,2023-03-29
Cotton Wicking,7,19.75,2023-03-29
Cotton Wicking,8,18.6,2023-03-29
Battery 18650,11,20.45,2023-03-29
Nicotine Pods,12,27.17,2023-03-29
Charger,11,19.55,2023-03-29
Tank Glass,13,11.12,2023-03-29
Drip Tips,3,38.05,2023-03-29
Drip Tips,5,58.95,2023-03-29
Drip Tips,3,29.16,2023-03-29
Chargers,14,60.43,2023-03-29
Zero Nicotine 30ml,22,9.78,2023-03-29
Replacement Coils,10,17.86,2023-03-29
E-Liquid Premium,13,46.52,2023-03-29
Pod Kit,10,81.47,2023-03-29
Vape Mod XL,12,22.89,2023-03-29
Starter Kit,8,56.47,2023-03-29
Tanks,18,56.99,2023-03-29
Atomizers,3,49.1,2023-03-29
Pod Kit,13,52.67,2023-03-29
Atomizers,6,69.02,2023-03-29
Vape Juice 30ml,28,50.97,2023-03-29
Vape Juice 60ml,15,42.41,2023-03-29
E-Liquid Premium,11,65.08,2023-03-29
Vape Juice 60ml,13,27.64,2023-03-29
Atomizers,4,20.3,2023-03-29
Nicotine Pods,8,76.84,2023-03-30
Replacement Coils,20,23.79,2023-03-30
Batteries,5,41.46,2023-03-30
Batteries,5,19.07,2023-03-30
Battery 18650,9,17.08,2023-03-30
Charger,5,27.36,2023-03-30
Charger,1,25.33,2023-03-30
Charger,1,25.37,2023-03-30
Drip Tips,12,31.75,2023-03-30
Nicotine Pods,6,25.98,2023-03-30
Chargers,19,43.26,2023-03-30
Nicotine Pods,5,60.01,2023-03-30
Zero Nicotine 30ml,7,11.32,2023-03-30
Zero Nicotine 30ml,8,36.0,2023-03-30
E-Liquid Premium,13,49.29,2023-03-30
E-Liquid Premium,11,59.27,2023-03-30
Vape Juice 60ml,25,35.1,2023-03-30
Atomizers,16,60.31,2023-03-30
Tanks,9,39.68,2023-03-30
Tanks,7,73.15,2023-03-30
Starter Kit,11,37.83,2023-03-30
Vape Mod XL,14,60.15,2023-03-30
Pod Kit,14,49.04,2023-03-30
Pod Kit,11,44.0,2023-03-30
Batteries,12,5.0,2023-03-31
Battery 18650,9,23.03,2023-03-31
Battery 18650,10,33.1,2023-03-31
Chargers,7,24.15,2023-03-31
Chargers,10,52.16,2023-03-31
Drip Tips,8,5.74,2023-03-31
Charger,5,17.65,2023-03-31
Charger,4,18.6,2023-03-31
Tank Glass,9,5.0,2023-03-31
Batteries,8,8.85,2023-03-31
Charger,3,21.56,2023-03-31
Replacement Coils,19,25.54,2023-03-31
Tank Glass,5,5.0,2023-03-31
Nicotine Pods,13,33.19,2023-03-31
Nicotine Pods,16,94.43,2023-03-31
Pod Kit,11,46.74,2023-03-31
Pod Kit,7,59.43,2023-03-31
Vape Mod XL,14,50.51,2023-03-31
Starter Kit,9,31.72,2023-03-31
Pod Kit,9,61.12,2023-03-31
Tanks,5,66.72,2023-03-31
Tanks,5,69.18,2023-03-31
Vape Juice 60ml,40,52.83,2023-03-31
Zero Nicotine 30ml,20,61.39,2023-03-31
Tanks,6,57.23,2023-03-31
Nicotine Pods,28,39.67,2023-04-01
Drip Tips,10,40.59,2023-04-01
Tank Glass,7,12.7,2023-04-01
Tank Glass,9,13.18,2023-04-01
Charger,2,13.91,2023-04-01
Charger,6,25.17,2023-04-01
Battery 18650,11,16.35,2023-04-01
Cotton Wicking,25,30.06,2023-04-01
Replacement Coils,6,16.84,2023-04-01
Replacement Coils,6,18.69,2023-04-01
Zero Nicotine 30ml,10,40.99,2023-04-01
Zero Nicotine 30ml,11,20.89,2023-04-01
E-Liquid Premium,12,47.15,2023-04-01
E-Liquid Premium,12,59.12,2023-04-01
Vape Juice 60ml,29,36.08,2023-04-01
Vape Juice 30ml,21,48.99,2023-04-01
Vape Juice 30ml,20,19.65,2023-04-01
Tanks,17,62.31,2023-04-01
Starter Kit,3,53.85,2023-04-01
Starter Kit,4,35.28,2023-04-01
Vape Mod XL,8,57.39,2023-04-01
Vape Mod XL,5,45.24,2023-04-01
Pod Kit,20,41.52,2023-04-01
Nicotine Pods,13,56.99,2023-04-02
Replacement Coils,15,13.09,2023-04-02
Cotton Wicking,25,15.39,2023-04-02
Batteries,25,39.55,2023-04-02
Battery 18650,12,23.68,2023-04-02
Drip Tips,12,31.13,2023-04-02
Charger,4,20.3,2023-04-02
Charger,5,23.51,2023-04-02
Tank Glass,12,6.35,2023-04-02
Nicotine Pods,9,46.63,2023-04-02
Chargers,21,19.92,2023-04-02
Zero Nicotine 30ml,26,35.06,2023-04-02
Pod Kit,17,64.92,2023-04-02
E-Liquid Premium,6,39.77,2023-04-02
E-Liquid Premium,9,34.38,2023-04-02
Vape Juice 60ml,27,45.85,2023-04-02
Vape Juice 30ml,32,47.03,2023-04-02
Atomizers,21,41.49,2023-04-02
Tanks,20,17.6,2023-04-02
Starter Kit,10,43.27,2023-04-02
Vape Mod XL,6,24.05,2023-04-02
Vape Mod XL,8,56.16,2023-04-02
Pod Kit,15,45.38,2023-04-02
E-Liquid Premium,6,68.21,2023-04-02
Replacement Coils,15,16.04,2023-04-03
Cotton Wicking,15,33.55,2023-04-03
Chargers,5,42.42,2023-04-03
Chargers,5,18.54,2023-04-03
Charger,4,24.12,2023-04-03
Drip Tips,5,27.95,2023-04-03
Charger,3,11.0,2023-04-03
Tank Glass,7,9.81,2023-04-03
Drip Tips,3,38.9,2023-04-03
Nicotine Pods,12,59.05,2023-04-03
Charger,2,21.47,2023-04-03
Nicotine Pods,8,40.36,2023-04-03
Pod Kit,18,43.96,2023-04-03
Zero Nicotine 30ml,9,44.63,2023-04-03
Zero Nicotine 30ml,9,47.3,2023-04-03
Starter Kit,4,32.03,2023-04-03
Starter Kit,5,39.91,2023-04-03
Tanks,12,42.81,2023-04-03
Vape Mod XL,9,42.12,2023-04-03
Vape Juice 30ml,18,61.21,2023-04-03
Vape Juice 60ml,19,37.22,2023-04-03
E-Liquid Premium,13,51.34,2023-04-03
E-Liquid Premium,15,43.66,2023-04-03
Atomizers,10,71.55,2023-04-03
Replacement Coils,13,12.7,2023-04-04
Drip Tips,6,23.4,2023-04-04
Chargers,15,44.02,2023-04-04
Battery 18650,8,21.97,2023-04-04
Batteries,9,25.62,2023-04-04
Batteries,8,39.68,2023-04-04
Cotton Wicking,21,52.76,2023-04-04
Nicotine Pods,5,13.87,2023-04-04
Nicotine Pods,5,36.89,2023-04-04
E-Liquid Premium,12,50.29,2023-04-04
E-Liquid Premium,11,49.23,2023-04-04
Vape Juice 60ml,24,39.21,2023-04-04
Vape Juice 30ml,20,18.72,2023-04-04
Atomizers,10,42.32,2023-04-04
Tanks,15,64.08,2023-04-04
Starter Kit,8,30.12,2023-04-04
Vape Mod XL,8,25.51,2023-04-04
Zero Nicotine 30ml,17,36.05,2023-04-04
Replacement Coils,12,23.79,2023-04-05
Cotton Wicking,22,34.56,2023-04-05
Batteries,6,23.87,2023-04-05
Batteries,8,15.31,2023-04-05
Battery 18650,3,13.17,2023-04-05
Drip Tips,2,23.04,2023-04-05
Tank Glass,7,24.28,2023-04-05
Chargers,2,45.65,2023-04-05
Chargers,3,28.64,2023-04-05
Charger,8,19.07,2023-04-05
Drip Tips,4,26.96,2023-04-05
Chargers,2,47.57,2023-04-05
E-Liquid Premium,10,45.08,2023-04-05
Battery 18650,4,15.2,2023-04-05
Vape Juice 60ml,19,39.28,2023-04-05
E-Liquid Premium,8,59.01,2023-04-05
Pod Kit,12,43.8,2023-04-05
Pod Kit,8,47.63,2023-04-05
Vape Mod XL,7,66.03,2023-04-05
Starter Kit,3,26.29,2023-04-05
Vape Mod XL,6,48.96,2023-04-05
Tanks,9,59.33,2023-04-05
Tanks,9,66.87,2023-04-05
Atomizers,15,46.26,2023-04-05
Vape Juice 30ml,14,44.48,2023-04-05
Vape Juice 30ml,13,52.85,2023-04-05
Starter Kit,2,31.0,2023-04-05
Cotton Wicking,9,30.72,2023-04-06
Replacement Coils,7,27.14,2023-04-06
Replacement Coils,6,21.8,2023-04-06
Replacement Coils,7,21.61,2023-04-06
Cotton Wicking,6,43.51,2023-04-06
Batteries,14,38.75,2023-04-06
Drip Tips,2,13.26,2023-04-06
Battery 18650,6,23.49,2023-04-06
Chargers,6,25.48,2023-04-06
Chargers,6,12.89,2023-04-06
Tank Glass,6,8.68,2023-04-06
Tank Glass,4,11.17,2023-04-06
Drip Tips,3,29.61,2023-04-06
Battery 18650,3,18.18,2023-04-06
Nicotine Pods,4,56.35,2023-04-06
Nicotine Pods,4,15.42,2023-04-06
Zero Nicotine 30ml,11,29.03,2023-04-06
Nicotine Pods,3,46.02,2023-04-06
Pod Kit,7,61.21,2023-04-06
Vape Mod XL,8,29.46,2023-04-06
Starter Kit,6,41.3,2023-04-06
Tanks,14,61.46,2023-04-06
Atomizers,6,47.85,2023-04-06
Pod Kit,7,81.39,2023-04-06
Atomizers,3,39.46,2023-04-06
Vape Juice 30ml,22,63.6,2023-04-06
Vape Juice 60ml,9,32.81,2023-04-06
Vape Juice 60ml,8,26.59,2023-04-06
E-Liquid Premium,27,49.46,2023-04-06
Atomizers,2,50.62,2023-04-06
Cotton Wicking,26,19.3,2023-04-07
Batteries,21,38.13,2023-04-07
Battery 18650,12,20.23,2023-04-07
Chargers,5,52.04,2023-04-07
Charger,1,21.32,2023-04-07
Charger,3,20.82,2023-04-07
Drip Tips,3,26.26,2023-04-07
Drip Tips,4,10.61,2023-04-07
Replacement Coils,12,16.01,2023-04-07
Chargers,6,6.29,2023-04-07
Nicotine Pods,11,63.17,2023-04-07
Starter Kit,6,33.04,2023-04-07
Zero Nicotine 30ml,7,29.41,2023-04-07
Nicotine Pods,11,75.44,2023-04-07
Vape Mod XL,11,70.58,2023-04-07
Atomizers,5,31.54,2023-04-07
Atomizers,7,76.8,2023-04-07
Tanks,18,64.04,2023-04-07
Vape Juice 60ml,9,22.47,2023-04-07
Vape Juice 60ml,9,34.97,2023-04-07
E-Liquid Premium,23,36.01,2023-04-07
Zero Nicotine 30ml,6,14.09,2023-04-07
Vape Juice 30ml,22,28.59,2023-04-07
Cotton Wicking,12,5.0,2023-04-08
Replacement Coils,5,12.18,2023-04-08
Replacement Coils,5,9.6,2023-04-08
Replacement Coils,8,23.33,2023-04-08
Cotton Wicking,14,59.61,2023-04-08
Batteries,9,54.67,2023-04-08
Tank Glass,4,25.23,2023-04-08
Chargers,11,40.96,2023-04-08
Charger,9,29.77,2023-04-08
Tank Glass,6,18.79,2023-04-08
Nicotine Pods,7,40.79,2023-04-08
Drip Tips,7,45.28,2023-04-08
Batteries,6,24.45,2023-04-08
Nicotine Pods,4,47.0,2023-04-08
Nicotine Pods,5,79.22,2023-04-08
Zero Nicotine 30ml,19,21.72,2023-04-08
Pod Kit,26,43.03,2023-04-08
Vape Mod XL,2,43.18,2023-04-08
Starter Kit,8,5.0,2023-04-08
Tanks,21,60.77,2023-04-08
Atomizers,9,51.39,2023-04-08
Vape Mod XL,4,50.54,2023-04-08
Vape Juice 30ml,13,48.98,2023-04-08
Vape Juice 30ml,15,48.14,2023-04-08
Vape Juice 60ml,27,30.55,2023-04-08
E-Liquid Premium,10,54.8,2023-04-08
E-Liquid Premium,9,24.4,2023-04-08
Atomizers,8,61.87,2023-04-08
Cotton Wicking,7,42.94,2023-04-09
Cotton Wicking,7,9.18,2023-04-09
Cotton Wicking,6,33.76,2023-04-09
Batteries,18,55.85,2023-04-09
Charger,9,16.78,2023-04-09
Chargers,15,16.78,2023-04-09
Tank Glass,10,9.14,2023-04-09
Drip Tips,10,31.67,2023-04-09
Replacement Coils,12,32.35,2023-04-09
Battery 18650,10,22.83,2023-04-09
Nicotine Pods,19,33.81,2023-04-09
Vape Juice 60ml,25,37.65,2023-04-09
E-Liquid Premium,28,42.41,2023-04-09
Pod Kit,16,59.41,2023-04-09
Vape Mod XL,11,51.99,2023-04-09
Starter Kit,11,42.8,2023-04-09
Tanks,7,48.77,2023-04-09
Zero Nicotine 30ml,21,12.29,2023-04-09
Tanks,4,50.79,2023-04-09
Atomizers,12,57.68,2023-04-09
Vape Juice 30ml,23,63.91,2023-04-09
Tanks,4,69.92,2023-04-09
Replacement Coils,2,6.59,2023-04-10
Cotton Wicking,9,38.29,2023-04-10
Batteries,10,26.27,2023-04-10
Battery 18650,1,29.38,2023-04-10
Battery 18650,4,18.28,2023-04-10
Chargers,11,59.21,2023-04-10
Charger,5,23.19,2023-04-10
Tank Glass,6,10.69,2023-04-10
Replacement Coils,3,26.22,2023-04-10
Drip Tips,2,42.29,2023-04-10
Drip Tips,4,38.26,2023-04-10
Battery 18650,3,12.97,2023-04-10
Drip Tips,1,51.89,2023-04-10
Nicotine Pods,4,60.59,2023-04-10
Nicotine Pods,3,58.65,2023-04-10
Pod Kit,16,64.98,2023-04-10
Replacement Coils,3,18.33,2023-04-10
Vape Mod XL,5,65.23,2023-04-10
Starter Kit,1,36.66,2023-04-10
Starter Kit,1,27.39,2023-04-10
Vape Mod XL,5,45.86,2023-04-10
Atomizers,12,50.67,2023-04-10
